Petal_Size,Sepal_Width,Stem_Length,Leaf_Width,Flower_Type
3.358512130735893,3.529188033613484,3.0679966558550156,2.1903379374853222,Tulip
2.7900428133937587,1.9927854322207186,4.13276815006259,2.611616471900951,Tulip
4.159498887033603,2.784167227143488,3.002508117720389,2.555685814186069,Tulip
2.3048191222107284,2.6943196123270514,2.9008722223169094,3.1837379275063427,Tulip
2.172052970913477,2.400481536240171,3.2592460250971107,2.5151031299136335,Tulip
2.7223552593865437,3.05799604675226,3.0641902011432074,2.7933881671693777,Tulip
3.539044454318838,3.5644702845605782,3.138781537437792,2.996527964775921,Tulip
1.8460676381129546,2.93453262637165,1.8237848711825015,2.7741899626099737,Tulip
3.229057076256712,3.828820937476687,3.322831702554534,3.050488844671267,Tulip
2.959106551926419,2.7293256210213093,2.846353656409683,3.258160833240718,Tulip
3.2280753441774777,2.680858103805463,2.756388258648536,2.278905283365183,Tulip
2.6421590325493884,2.8613644811717114,3.353378552334351,3.4432675241300923,Tulip
3.238783733869762,3.23871566905464,3.25317516460116,3.598201868449307,Tulip
3.2741207514110107,2.231044120880074,2.7951669792619382,3.625281690396366,Tulip
2.7574527935895485,2.7229173769414072,2.6265343155633416,3.0742587404546224,Tulip
3.68458793250394,3.230884648612456,3.391669271312302,3.276661991859797,Tulip
2.0089056579591142,2.8325602134360244,3.709470368139327,2.9486352007056986,Tulip
2.5689292423781613,2.6587640686492016,3.134991018572001,2.8258858937834153,Tulip
3.502082557456813,2.103918566053383,3.211786032445484,3.2805316759876653,Tulip
3.2352124100192854,4.159741712789604,3.1904532957438385,3.302781895193612,Tulip
3.022360500394403,3.7539312654011407,3.0623763884624746,3.5374072339366047,Tulip
2.8078296959431146,2.5961317285065677,2.1197250711432307,3.0391969356561943,Tulip
3.2399148009182266,2.934072277902465,2.833140436291498,2.884070924833793,Tulip
3.6636459891034843,2.191217227320536,3.167719491155209,2.9281400407728064,Tulip
2.5300367231587124,3.2775762836721234,2.471682301080346,3.604766009386063,Tulip
3.084808721774054,4.01282414785865,3.314811433998766,2.958661776070649,Tulip
3.2054817636666333,2.936587418947445,2.3226018509212123,3.4810980894387207,Tulip
3.103781362794941,2.7107304383105877,2.7934882677036,3.5347344798940603,Tulip
2.9285016195529163,2.8053356212047262,3.1422874106008716,2.9221941200105,Tulip
2.467881945525912,2.1245501104054707,2.870385138841756,2.7048963824447547,Tulip
3.0932044190239942,2.7009584445774206,2.475256532717889,2.3774237416439212,Tulip
3.016622364230932,3.6072350050269035,2.987167911168367,3.6528176355586166,Tulip
2.51276164892708,2.2922707742640984,3.9474121947076686,3.3251121040736966,Tulip
2.5623682774984453,3.6786410815057673,3.8236667970967275,2.525982600171089,Tulip
2.8523731596741437,3.574703132639738,3.635475082136698,3.0304621113281773,Tulip
4.9181097488473995,4.199955081992752,4.501213450167425,4.455349476181886,Sunflower
3.099315352386251,3.538139503539113,4.3520724313398205,4.237969319110576,Sunflower
4.126742054790806,3.5476687191014658,3.626026958942619,4.675260436638753,Sunflower
4.1969969879582525,4.169888090976779,3.694904258773825,3.9068655024014096,Sunflower
3.773233046972049,3.8735660066570556,4.63209877124806,4.203733006220639,Sunflower
4.463542292837085,4.497426177567973,3.380278450158875,3.5419911166678286,Sunflower
3.8917992269237263,3.82854791507842,3.201036268556509,3.3427666413300416,Sunflower
3.6544808575087373,4.217384735494313,4.269895556068914,3.050321288436551,Sunflower
4.236426036033509,3.512411800709109,4.521146977684918,3.48081972900646,Sunflower
4.622015178456264,2.9585661962156204,4.8271358798936435,3.701700689610882,Sunflower
4.35899245017586,3.9109440790688406,4.420819073134229,3.546255137756208,Sunflower
3.135009289517836,4.193718175527005,4.222966249930309,3.6115634981264364,Sunflower
3.5804596242472972,3.5559066740429865,4.448848996764987,4.420316925976912,Sunflower
4.687311928339417,3.5666663393190734,3.9050332947795976,3.375448539625113,Sunflower
3.84599759490744,3.217707965973207,4.2177877995808615,4.020882688466144,Sunflower
3.90511441920651,3.849473325890017,3.96089551058834,3.726702232216342,Sunflower
4.3587561002027275,3.5909541360052657,4.027542269662967,3.801875311415828,Sunflower
3.9596916749862894,4.330742963636403,4.505916302981591,3.0970653967042336,Sunflower
3.587975583308212,3.4137937740340134,3.7082565577754885,3.820374707179064,Sunflower
4.746543675168514,4.352152453039809,3.451502550214448,4.14525618209371,Sunflower
4.068365725443074,3.4615569917131626,3.592742156452853,4.087655868430585,Sunflower
4.119312560732837,3.527325742925573,3.7207096323519675,4.941513113828133,Sunflower
3.2681521233992914,4.061866804561377,4.819359107689041,3.8397114496229063,Sunflower
4.250296128107745,4.558552790825719,5.076953149410008,5.320129128731718,Sunflower
4.473314126879601,4.7985932598410725,4.254175585904666,3.2397775673622067,Sunflower
3.9682866408864403,3.8586553478492394,3.687030665148173,3.872482234007085,Sunflower
4.412076545349951,3.7540496005994357,3.267340731719149,3.145012992894162,Sunflower
3.801880630745035,4.118370738332903,3.679014029354668,4.015347835495678,Sunflower
3.7984337874263407,4.485229409739238,3.7567310144547443,3.44705129072638,Sunflower
3.6978595157519076,3.7699474943547266,3.2541473216064882,3.370573463467849,Sunflower
4.60740739661436,3.9757885511872666,4.350298245468996,3.8183807032425507,Sunflower
4.225004822762731,3.6393314272014314,4.5551893051947685,4.596441587927182,Sunflower
3.769213083793031,4.239427002274455,4.253221839480382,4.564702000637233,Sunflower
4.1388067652281775,4.2571425363513935,3.1601474544075514,3.8453056058752013,Sunflower
4.594921213175919,3.360480518385804,3.862202625053878,4.111367405196298,Sunflower
5.045657912943823,4.037697031232516,3.887406933430507,3.443484375922699,Sunflower
5.318574959800138,3.2114079470673023,4.530923168689953,3.9041550990160894,Sunflower
4.171966646032692,4.481452791192728,4.143020190534471,3.438218712759514,Sunflower
3.4417633463887647,4.418279991099951,4.954744603416991,3.638851333302765,Sunflower
2.9017482577514646,3.4356704864771457,4.309394278463289,3.4983189826608836,Sunflower
3.580273002283692,3.918519197420245,4.566947713446488,3.981461328300915,Sunflower
3.6543601049828265,4.197557741345097,3.4570467220332493,3.3782886654761692,Sunflower
3.3533943310069225,3.8165356505554127,3.9600832273009936,3.629021656487697,Sunflower
3.0080428703867175,3.7093623110036638,3.373576276655895,3.995633892144748,Sunflower
3.5604210530465656,3.82598595558719,4.575750800108719,4.124985780779526,Sunflower
4.39350073540401,4.043041889364243,5.187757878799776,4.108020525671703,Sunflower
4.390131043727071,4.051562118102422,4.1487599716750045,3.7085605589221706,Sunflower
4.044758946371673,4.129754365411275,4.189300448085497,4.9181368341958205,Sunflower
4.046481712800862,3.3481443157286583,4.38679542676333,4.127911543265866,Sunflower
2.6132510693366244,3.5822426920961767,5.415761057880504,4.032322598409596,Sunflower
3.723842925094962,4.457367272079499,4.529751090215891,3.8381422399832994,Sunflower
4.232983128130486,4.511945596512774,3.756183285074851,4.833292235621419,Sunflower
4.717006133493415,4.0380324311454485,4.261502987756531,3.890134237701351,Sunflower
4.624585158896276,4.285037905414653,4.2040041632299685,4.043981278196604,Sunflower
3.1687648123345586,4.026544368668761,4.936778672324271,3.214028674213653,Sunflower
3.959049219556007,3.973361119749928,2.693331086872578,4.14073804914776,Sunflower
3.9208501684344226,4.562693928442425,4.596950889851056,3.675129697042065,Sunflower
3.357282630004126,4.945080948979819,3.80771701665062,4.309988734062735,Sunflower
3.5012328986332824,3.6711638455025617,4.088668273835313,4.1147862183391855,Sunflower
4.744890755508596,4.07686172932695,3.118755438285737,3.608923807593683,Sunflower
3.886861877814716,3.834767935669113,4.020723378724606,4.020760150789881,Sunflower
4.563157538902801,4.2497392217468235,4.30437524596071,3.704402006312423,Sunflower
3.496762088392061,4.358381170034896,3.6184273247753307,5.118634589802188,Sunflower
3.0758166246326475,3.7217365452861015,4.247962846616611,3.131495799943784,Sunflower
4.04517255341116,3.698326052985193,3.7818547390235016,3.8266912906780095,Sunflower
3.581403677482674,4.300776108628821,4.308879405053178,4.786023240772885,Sunflower
4.303162347650887,3.7767081920976358,4.625492291706921,3.276870289049225,Sunflower
4.279340841436539,3.156619490259591,3.8493091798152523,3.695057080057983,Sunflower
3.956108068215506,3.2857969638148825,3.5523528510842475,4.850641769356527,Sunflower
3.981272895602208,3.7489264364859993,3.476512057165367,3.215202809938411,Sunflower
3.3831077934349816,3.8508808509634505,4.858020397136858,3.501555835915489,Sunflower
4.453406500838228,4.4110076774326625,3.456459936928124,4.086249071784175,Sunflower
3.6993600496583934,4.763529932523922,4.297615223656316,3.102863820319282,Sunflower
3.701537609815038,3.9005145741616034,3.5213379509650404,4.371557206201815,Sunflower
3.9252573024054587,3.574063500412308,3.14708243747058,4.369423279077151,Sunflower
3.8750857570418704,3.78629244495765,3.690946138942765,4.652012396028454,Sunflower
3.619985432863035,4.590648810137972,3.619675435227631,3.859906363238372,Sunflower
3.780754543098596,4.280102717736331,4.054830750457446,4.027056287724558,Sunflower
4.108996665736524,4.938843115953316,4.361322943958427,4.879141622499053,Sunflower
3.5745505894810323,3.4870772274661537,4.040285867904914,3.920205935782002,Sunflower
4.109938331297656,3.876419460695226,4.168000348194187,4.282179786489109,Sunflower
3.15589089300337,3.9682843630861666,3.907576968442799,3.8795073837741207,Sunflower
4.381636364045619,3.6601429101063854,4.3197383119742865,4.162650481437953,Sunflower
3.8302229259057476,3.9624969875607907,2.724365607060382,4.3849216626709415,Sunflower
3.6564215666172823,3.4243843077491167,3.3527088223520725,4.451076774955222,Sunflower
4.665908275426062,3.543973993430274,3.8130037465379125,3.383408060122392,Sunflower
4.325529268228467,3.8914587094539477,3.6565490517242503,3.408108804874284,Sunflower
3.93906315176099,3.4353863949685612,3.0210809090348185,4.055807713639761,Sunflower
4.820977553589205,3.7675068112852435,4.023091623872106,4.9602307751489105,Sunflower
4.523951450948861,4.163137728790238,3.840375917876844,4.212125908535114,Sunflower
3.477438233250253,3.9612132041979313,3.7269707538164973,3.475696710390608,Sunflower
5.164641356192928,3.857854060886032,3.2415662810426396,3.463396528541923,Sunflower
3.437702333305743,3.7091704099048717,4.339875043756513,4.172147750199148,Sunflower
4.587124919744758,3.4383584658743533,3.736644565986615,3.784556658249518,Sunflower
3.4534431991295547,3.599647006073414,4.141927040868222,3.238759921661356,Sunflower
5.2981068623914425,4.053697121302401,4.643519970468129,4.201316711103975,Sunflower
3.3950301385865527,3.7359144722084174,4.095388580691617,3.683381711996992,Sunflower
4.4944543575109055,4.136734581397876,3.802597244694985,4.846840019679142,Sunflower
3.875591474743207,4.186885664999547,3.947162387244947,3.374446169387342,Sunflower
3.6451265550499206,4.18322894641435,4.1277731425639494,3.3303504729588354,Sunflower
5.485489007735748,4.923466983097342,4.649455694062016,3.4204272987604982,Lily
5.177169715341764,5.90818984626783,5.3496233044623756,4.859024957228148,Lily
4.841678545832111,5.27596789961547,4.485877612312002,4.673570709133455,Lily
4.319034323560398,6.286869307041028,5.650240260654414,4.792279486552693,Lily
4.930321300908247,5.761671103629849,6.116749162001463,4.81208928256589,Lily
4.967009165641348,5.607044308000875,5.703110872154551,4.300617521487222,Lily
5.296854588654352,5.231454980038727,5.088999763069153,5.0486480714126944,Lily
5.300874639094534,5.165956622617836,5.789789392188826,4.859852082070085,Lily
3.93844210147082,5.25060166966212,4.960371640477117,4.451362375437884,Lily
5.871466422894052,4.963930802975857,4.6514451871591564,4.959674950729986,Lily
4.4612051022326575,4.429767687146243,5.624251477121284,5.10599192456187,Lily
4.500899056505713,5.00524920048716,4.9308255225239925,5.095978058019416,Lily
6.158962249682916,4.55722821237244,4.406061337928356,5.464504163403907,Lily
5.373716414688845,5.341118500933146,4.8425317055918935,5.632697224274204,Lily
5.802145295498402,5.615962009673229,5.909592417387549,6.696727726680293,Lily
4.863057167611221,4.772436671158092,4.634083685434241,5.274277113234343,Lily
4.711158471578716,4.810423859497819,5.179407764249588,4.089152295806223,Lily
5.188195283276124,5.04888353273282,3.3482588342103905,4.966564214738849,Lily
5.037871962825977,5.264173278500301,5.2994523475336495,6.08524812473359,Lily
4.663878590787938,4.881645674442215,4.7678156894861194,4.8482524506397,Lily
4.258034130300095,4.851058298145304,4.556855689238608,4.776587067288499,Lily
5.906281594908083,5.182300457540993,5.071854174426782,3.8766255449396994,Lily
5.613341503224461,4.729143260639265,5.1657815010631385,4.5428940751769655,Lily
4.100813963139507,4.889650040886996,4.953126141250314,4.647693669911161,Lily
4.330933482497541,4.69385559969052,5.709850976330784,4.890070339063734,Lily
4.709718084542948,6.09315843200422,5.118610010088902,4.396685120650183,Lily
4.003326130288036,4.9634070715838465,5.2852747032783585,5.215038666731903,Lily
5.388292467694973,4.83455806481798,4.946583822485651,4.462143453173523,Lily
4.796386499733405,5.274392179188154,4.446232799728861,4.992605186105442,Lily
4.602555369986006,5.668801307276087,5.292190084122616,5.0326610587784755,Lily
5.690639180616467,5.090240397952863,4.969114223300943,5.773768183837791,Lily
5.114924216602988,4.479543950075103,5.141755313286666,4.248161467752852,Lily
4.6005043692775605,4.640178191322171,4.453976627912726,5.204009550625661,Lily
5.138131608669291,4.985630132988952,4.543871695131843,4.439991365383237,Lily
4.434358097669861,5.316022210745237,5.22772520042301,5.208148044718783,Lily
5.405016854526975,5.465914750118092,5.0508758770575515,4.546248265725096,Lily
4.9054741324601245,5.411444340570798,6.19584888224631,5.273655743052475,Lily
4.8894708646465475,5.374901260186596,4.592230750292607,4.535331854712169,Lily
4.722218649501723,5.0822168636402925,5.37461634179407,4.497998630867453,Lily
4.870167940025809,5.2103743135899645,5.003723306360859,5.0992651540416905,Lily
6.158126380369823,4.91337849881224,5.632138334995748,6.192222982828264,Lily
5.429755033909826,5.067990272770863,6.256024235518315,5.397160251884422,Lily
4.639879651255621,5.2729233266818385,4.182434271272424,5.57572099446725,Lily
5.977685569172419,4.647196851874994,4.640132203127236,4.473102827026877,Lily
5.330704381223434,4.834620213489169,5.440403466380192,5.018506003843268,Lily
5.430836473191877,4.63346198942015,5.194186254889004,4.882040728183541,Lily
4.56850896662307,5.126062251868862,5.713325120484295,5.657404124219205,Lily
4.501595199200787,5.930674007477954,4.681136294282133,5.339488258962912,Lily
5.217276030343483,5.200949496537352,4.2743009068922175,4.982976132285304,Lily
4.857315722275691,4.94205664323395,5.055869889160419,4.506422806027555,Lily
4.546233284794849,5.34771813771353,5.246362915948505,4.463865650883804,Lily
4.291802793633881,5.354733896636778,5.324966727794111,6.080883437046415,Lily
4.755924555442682,6.962632859862206,5.482995298065893,5.247313114556935,Lily
4.917151437837052,4.920284169804475,5.433317571639721,4.148966360026965,Lily
4.509424912714445,4.655105406077279,5.755178353699515,4.101912541061432,Lily
5.702335501977587,5.030911284688505,4.261567694567247,5.361008660583854,Lily
5.538132270175184,6.361688102682077,4.862339057290333,5.151927662996577,Lily
5.687902641111734,4.345976343312132,4.371028235495207,5.464216279713954,Lily
6.032004492128576,4.945500090307049,5.549192460496666,5.2027682815989245,Lily
4.231607302830753,4.084359956405027,5.873819708061168,4.634515682975135,Lily
